W = 0.008,W = -0.008,W = -0.0002,W = 0.0002,W = 0.0
0.250743,0.247008,0.248627,0.24872,0.248673
0.250353,0.246623,0.24824,0.248334,0.248287
0.249964,0.24624,0.247855,0.247948,0.247901
0.249576,0.245858,0.24747,0.247563,0.247516
0.249189,0.245477,0.247087,0.247179,0.247133
0.248803,0.245096,0.246704,0.246797,0.24675
0.248418,0.244717,0.246322,0.246415,0.246369
0.248034,0.244339,0.245942,0.246034,0.245988
0.247651,0.243961,0.245562,0.245654,0.245608
0.247268,0.243585,0.245183,0.245276,0.245229
0.246887,0.243209,0.244806,0.244898,0.244852
0.246507,0.242835,0.244429,0.244521,0.244475
0.246128,0.242462,0.244053,0.244145,0.244099
0.24575,0.242089,0.243679,0.24377,0.243724
0.245373,0.241717,0.243305,0.243396,0.24335
0.244997,0.241347,0.242932,0.243023,0.242977
0.244621,0.240977,0.24256,0.242651,0.242605
0.244247,0.240608,0.242189,0.24228,0.242234
0.243874,0.24024,0.241819,0.24191,0.241864
0.243501,0.239873,0.24145,0.241541,0.241495
0.24313,0.239508,0.241082,0.241172,0.241127
0.242759,0.239142,0.240714,0.240805,0.24076
0.24239,0.238778,0.240348,0.240438,0.240393
0.242021,0.238415,0.239983,0.240073,0.240028
0.241653,0.238053,0.239618,0.239708,0.239663
0.241287,0.237691,0.239255,0.239345,0.2393
0.240921,0.237331,0.238892,0.238982,0.238937
0.240556,0.236971,0.23853,0.23862,0.238575
0.240192,0.236613,0.23817,0.238259,0.238214
0.239829,0.236255,0.23781,0.237899,0.237854
0.239467,0.235898,0.237451,0.23754,0.237495
0.239105,0.235542,0.237093,0.237182,0.237137
0.238745,0.235187,0.236736,0.236825,0.23678
0.238386,0.234833,0.236379,0.236468,0.236424
0.238027,0.23448,0.236024,0.236113,0.236068
0.237669,0.234127,0.235669,0.235758,0.235714
0.237313,0.233776,0.235316,0.235404,0.23536
0.236957,0.233425,0.234963,0.235051,0.235007
0.236602,0.233075,0.234611,0.234699,0.234655
0.236248,0.232726,0.23426,0.234348,0.234304
0.235895,0.232378,0.23391,0.233998,0.233954
0.235542,0.232031,0.233561,0.233649,0.233604
0.235191,0.231685,0.233212,0.2333,0.233256
0.23484,0.231339,0.232865,0.232952,0.232908
0.23449,0.230995,0.232518,0.232606,0.232562
0.234142,0.230651,0.232172,0.23226,0.232216
0.233793,0.230308,0.231827,0.231914,0.231871
0.233446,0.229966,0.231483,0.23157,0.231527
0.2331,0.229624,0.23114,0.231227,0.231183
0.232755,0.229284,0.230797,0.230884,0.230841
0.23241,0.228944,0.230456,0.230542,0.230499
0.232066,0.228606,0.230115,0.230202,0.230158
0.231723,0.228268,0.229775,0.229862,0.229818
0.231381,0.227931,0.229436,0.229522,0.229479
0.23104,0.227594,0.229098,0.229184,0.229141
0.2307,0.227259,0.22876,0.228846,0.228803
0.23036,0.226924,0.228424,0.22851,0.228467
0.230021,0.22659,0.228088,0.228174,0.228131
0.229683,0.226257,0.227753,0.227839,0.227796
0.229346,0.225925,0.227419,0.227504,0.227461
0.22901,0.225594,0.227085,0.227171,0.227128
0.228675,0.225263,0.226753,0.226838,0.226795
0.22834,0.224933,0.226421,0.226506,0.226464
0.228006,0.224604,0.22609,0.226175,0.226133
0.227673,0.224276,0.22576,0.225845,0.225802
0.227341,0.223949,0.225431,0.225515,0.225473
0.22701,0.223622,0.225102,0.225187,0.225144
0.226679,0.223296,0.224774,0.224859,0.224816
0.226349,0.222971,0.224447,0.224532,0.224489
0.22602,0.222647,0.224121,0.224205,0.224163
0.225692,0.222323,0.223796,0.22388,0.223838
0.225364,0.222001,0.223471,0.223555,0.223513
0.225038,0.221679,0.223147,0.223231,0.223189
0.224712,0.221357,0.222824,0.222908,0.222866
0.224387,0.221037,0.222502,0.222586,0.222544
0.224063,0.220717,0.22218,0.222264,0.222222
0.223739,0.220398,0.221859,0.221943,0.221901
0.223416,0.22008,0.221539,0.221623,0.221581
0.223094,0.219763,0.22122,0.221303,0.221262
0.222773,0.219446,0.220902,0.220985,0.220943
0.222453,0.21913,0.220584,0.220667,0.220625
0.222133,0.218815,0.220267,0.22035,0.220308
0.221814,0.218501,0.219951,0.220034,0.219992
0.221496,0.218187,0.219635,0.219718,0.219676
0.221178,0.217874,0.21932,0.219403,0.219362
0.220862,0.217562,0.219006,0.219089,0.219048
0.220546,0.217251,0.218693,0.218776,0.218734
0.22023,0.21694,0.218381,0.218463,0.218422
0.219916,0.21663,0.218069,0.218151,0.21811
0.219602,0.216321,0.217758,0.21784,0.217799
0.219289,0.216012,0.217447,0.217529,0.217488
0.218977,0.215704,0.217138,0.21722,0.217179
0.218666,0.215397,0.216829,0.216911,0.21687
0.218355,0.215091,0.216521,0.216603,0.216562
0.218045,0.214785,0.216213,0.216295,0.216254
0.217735,0.21448,0.215907,0.215988,0.215947
0.217427,0.214176,0.215601,0.215682,0.215641
0.217119,0.213872,0.215295,0.215377,0.215336
0.216812,0.21357,0.214991,0.215072,0.215031
0.216505,0.213268,0.214687,0.214768,0.214727
0.2162,0.212966,0.214384,0.214465,0.214424
0.215895,0.212665,0.214081,0.214162,0.214122
0.21559,0.212365,0.21378,0.21386,0.21382
0.215287,0.212066,0.213479,0.213559,0.213519
0.214984,0.211768,0.213178,0.213259,0.213218
0.214682,0.21147,0.212879,0.212959,0.212919
0.21438,0.211172,0.21258,0.21266,0.21262
0.214079,0.210876,0.212281,0.212361,0.212321
0.213779,0.21058,0.211984,0.212064,0.212024
0.21348,0.210285,0.211687,0.211767,0.211727
0.213181,0.20999,0.211391,0.21147,0.21143
0.212883,0.209696,0.211095,0.211175,0.211135
0.212586,0.209403,0.2108,0.21088,0.21084
0.212289,0.209111,0.210506,0.210586,0.210546
0.211993,0.208819,0.210213,0.210292,0.210252
0.211698,0.208528,0.20992,0.209999,0.209959
0.211403,0.208237,0.209627,0.209707,0.209667
0.211109,0.207947,0.209336,0.209415,0.209375
0.210816,0.207658,0.209045,0.209124,0.209085
0.210523,0.20737,0.208755,0.208834,0.208794
0.210231,0.207082,0.208465,0.208544,0.208505
0.20994,0.206795,0.208177,0.208255,0.208216
0.209649,0.206508,0.207888,0.207967,0.207928
0.209359,0.206222,0.207601,0.207679,0.20764
0.20907,0.205937,0.207314,0.207392,0.207353
0.208781,0.205652,0.207028,0.207106,0.207067
0.208493,0.205368,0.206742,0.20682,0.206781
0.208206,0.205085,0.206457,0.206535,0.206496
0.207919,0.204802,0.206173,0.206251,0.206212
0.207633,0.20452,0.205889,0.205967,0.205928
0.207348,0.204239,0.205606,0.205684,0.205645
0.207063,0.203958,0.205324,0.205401,0.205362
0.206779,0.203678,0.205042,0.205119,0.205081
0.206495,0.203398,0.204761,0.204838,0.204799
0.206213,0.203119,0.20448,0.204558,0.204519
0.20593,0.202841,0.2042,0.204278,0.204239
0.205649,0.202563,0.203921,0.203998,0.20396
0.205368,0.202286,0.203642,0.20372,0.203681
0.205088,0.20201,0.203364,0.203441,0.203403
0.204808,0.201734,0.203087,0.203164,0.203125
0.204529,0.201459,0.20281,0.202887,0.202849
0.20425,0.201184,0.202534,0.202611,0.202572
0.203973,0.20091,0.202259,0.202335,0.202297
0.203695,0.200637,0.201984,0.20206,0.202022
0.203419,0.200364,0.201709,0.201786,0.201748
0.203143,0.200092,0.201436,0.201512,0.201474
0.202867,0.199821,0.201163,0.201239,0.201201
0.202593,0.19955,0.20089,0.200966,0.200928
0.202319,0.199279,0.200618,0.200694,0.200656
0.202045,0.19901,0.200347,0.200423,0.200385
0.201772,0.198741,0.200076,0.200152,0.200114
0.2015,0.198472,0.199806,0.199882,0.199844
0.201228,0.198204,0.199537,0.199612,0.199574
0.200957,0.197937,0.199268,0.199343,0.199306
0.200686,0.19767,0.199,0.199075,0.199037
0.200417,0.197404,0.198732,0.198807,0.198769
0.200147,0.197138,0.198465,0.19854,0.198502
0.199878,0.196873,0.198198,0.198273,0.198236
0.19961,0.196609,0.197932,0.198007,0.19797
0.199343,0.196345,0.197667,0.197742,0.197704
0.199076,0.196081,0.197402,0.197477,0.197439
0.198809,0.195819,0.197138,0.197213,0.197175
0.198544,0.195557,0.196874,0.196949,0.196911
0.198278,0.195295,0.196611,0.196686,0.196648
0.198014,0.195034,0.196349,0.196423,0.196386
0.19775,0.194774,0.196087,0.196161,0.196124
0.197486,0.194514,0.195825,0.1959,0.195862
0.197223,0.194254,0.195564,0.195639,0.195602
0.196961,0.193996,0.195304,0.195378,0.195341
0.196699,0.193737,0.195045,0.195119,0.195082
0.196438,0.19348,0.194786,0.19486,0.194822
0.196177,0.193223,0.194527,0.194601,0.194564
0.195917,0.192966,0.194269,0.194343,0.194306
0.195658,0.19271,0.194012,0.194085,0.194048
0.195399,0.192455,0.193755,0.193828,0.193791
0.19514,0.1922,0.193498,0.193572,0.193535
0.194882,0.191946,0.193243,0.193316,0.193279
0.194625,0.191692,0.192987,0.193061,0.193024
0.194368,0.191439,0.192733,0.192806,0.192769
0.194112,0.191186,0.192479,0.192552,0.192515
0.193856,0.190934,0.192225,0.192298,0.192262
0.193601,0.190682,0.191972,0.192045,0.192008
0.193347,0.190431,0.19172,0.191793,0.191756
0.193093,0.190181,0.191468,0.19154,0.191504
0.192839,0.189931,0.191216,0.191289,0.191253
0.192586,0.189681,0.190965,0.191038,0.191002
0.192334,0.189432,0.190715,0.190788,0.190751
0.192082,0.189184,0.190465,0.190538,0.190501
0.191831,0.188936,0.190216,0.190288,0.190252
0.19158,0.188689,0.189967,0.19004,0.190003
0.19133,0.188442,0.189719,0.189791,0.189755
0.19108,0.188196,0.189471,0.189543,0.189507
0.190831,0.18795,0.189224,0.189296,0.18926
0.190582,0.187705,0.188978,0.189049,0.189013
0.190334,0.18746,0.188731,0.188803,0.188767
0.190087,0.187216,0.188486,0.188558,0.188522
0.18984,0.186972,0.188241,0.188312,0.188277
0.189593,0.186729,0.187996,0.188068,0.188032
0.189347,0.186486,0.187752,0.187824,0.187788
0.189102,0.186244,0.187509,0.18758,0.187544
0.188857,0.186002,0.187266,0.187337,0.187301
0.188612,0.185761,0.187023,0.187094,0.187059
0.188368,0.18552,0.186781,0.186852,0.186817
0.188125,0.18528,0.18654,0.186611,0.186575
0.187882,0.185041,0.186299,0.18637,0.186334
0.187639,0.184802,0.186058,0.186129,0.186094
0.187397,0.184563,0.185818,0.185889,0.185854
0.187156,0.184325,0.185579,0.185649,0.185614
0.186915,0.184087,0.18534,0.18541,0.185375
0.186675,0.18385,0.185101,0.185172,0.185136
0.186435,0.183613,0.184863,0.184934,0.184898
0.186195,0.183377,0.184626,0.184696,0.184661
0.185956,0.183142,0.184389,0.184459,0.184424
0.185718,0.182906,0.184152,0.184223,0.184187
0.18548,0.182672,0.183916,0.183987,0.183951
0.185243,0.182438,0.183681,0.183751,0.183716
0.185006,0.182204,0.183446,0.183516,0.183481
0.184769,0.181971,0.183211,0.183281,0.183246
0.184533,0.181738,0.182977,0.183047,0.183012
0.184298,0.181506,0.182744,0.182813,0.182778
0.184063,0.181274,0.182511,0.18258,0.182545
0.183829,0.181043,0.182278,0.182348,0.182313
0.183595,0.180812,0.182046,0.182115,0.182081
0.183361,0.180581,0.181814,0.181884,0.181849
0.183128,0.180352,0.181583,0.181652,0.181618
0.182895,0.180122,0.181352,0.181422,0.181387
0.182663,0.179893,0.181122,0.181191,0.181157
0.182432,0.179665,0.180892,0.180962,0.180927
0.182201,0.179437,0.180663,0.180732,0.180698
0.18197,0.179209,0.180434,0.180503,0.180469
0.18174,0.178982,0.180206,0.180275,0.18024
0.18151,0.178756,0.179978,0.180047,0.180012
0.181281,0.17853,0.179751,0.179819,0.179785
0.181052,0.178304,0.179524,0.179592,0.179558
0.180824,0.178079,0.179297,0.179366,0.179331
0.180596,0.177854,0.179071,0.17914,0.179105
0.180369,0.17763,0.178846,0.178914,0.17888
0.180142,0.177406,0.178621,0.178689,0.178655
0.179915,0.177182,0.178396,0.178464,0.17843
0.179689,0.176959,0.178172,0.17824,0.178206
0.179464,0.176737,0.177948,0.178016,0.177982
0.179239,0.176515,0.177725,0.177793,0.177759
0.179014,0.176293,0.177502,0.17757,0.177536
0.17879,0.176072,0.17728,0.177347,0.177313
0.178566,0.175852,0.177058,0.177125,0.177091
0.178343,0.175631,0.176836,0.176904,0.17687
0.17812,0.175412,0.176615,0.176683,0.176649
0.177898,0.175192,0.176395,0.176462,0.176428
0.177676,0.174973,0.176174,0.176242,0.176208
0.177455,0.174755,0.175955,0.176022,0.175988
0.177234,0.174537,0.175735,0.175803,0.175769
0.177013,0.174319,0.175517,0.175584,0.17555
0.176793,0.174102,0.175298,0.175366,0.175332
0.176573,0.173885,0.17508,0.175148,0.175114
0.176354,0.173669,0.174863,0.17493,0.174896
0.176135,0.173453,0.174646,0.174713,0.174679
0.175917,0.173238,0.174429,0.174496,0.174463
0.175699,0.173023,0.174213,0.17428,0.174246
0.175481,0.172808,0.173997,0.174064,0.174031
0.175264,0.172594,0.173782,0.173849,0.173815
0.175048,0.17238,0.173567,0.173634,0.1736
0.174832,0.172167,0.173352,0.173419,0.173386
0.174616,0.171954,0.173138,0.173205,0.173172
0.1744,0.171742,0.172925,0.172991,0.172958
0.174186,0.17153,0.172712,0.172778,0.172745
0.173971,0.171318,0.172499,0.172565,0.172532
0.173757,0.171107,0.172286,0.172353,0.17232
0.173543,0.170896,0.172075,0.172141,0.172108
0.17333,0.170686,0.171863,0.171929,0.171896
0.173117,0.170476,0.171652,0.171718,0.171685
0.172905,0.170267,0.171441,0.171507,0.171474
0.172693,0.170058,0.171231,0.171297,0.171264
0.172482,0.169849,0.171021,0.171087,0.171054
0.172271,0.169641,0.170812,0.170877,0.170844
0.17206,0.169433,0.170603,0.170668,0.170635
0.17185,0.169225,0.170394,0.17046,0.170427
0.17164,0.169018,0.170186,0.170251,0.170219
0.17143,0.168812,0.169978,0.170044,0.170011
0.171221,0.168605,0.169771,0.169836,0.169803
0.171013,0.1684,0.169564,0.169629,0.169596
0.170804,0.168194,0.169357,0.169422,0.16939
0.170597,0.167989,0.169151,0.169216,0.169183
0.170389,0.167785,0.168945,0.16901,0.168978
0.170182,0.16758,0.16874,0.168805,0.168772
0.169976,0.167377,0.168535,0.1686,0.168567
0.169769,0.167173,0.16833,0.168395,0.168363
0.169564,0.16697,0.168126,0.168191,0.168159
0.169358,0.166768,0.167922,0.167987,0.167955
0.169153,0.166565,0.167719,0.167784,0.167751
0.168949,0.166363,0.167516,0.167581,0.167548
0.168745,0.166162,0.167313,0.167378,0.167346
0.168541,0.165961,0.167111,0.167176,0.167143
0.168337,0.16576,0.166909,0.166974,0.166942
0.168134,0.16556,0.166708,0.166772,0.16674
0.167932,0.16536,0.166507,0.166571,0.166539
0.167729,0.165161,0.166306,0.166371,0.166339
0.167528,0.164962,0.166106,0.16617,0.166138
0.167326,0.164763,0.165906,0.16597,0.165938
0.167125,0.164565,0.165707,0.165771,0.165739
0.166925,0.164367,0.165508,0.165572,0.16554
0.166724,0.164169,0.165309,0.165373,0.165341
0.166524,0.163972,0.165111,0.165175,0.165143
0.166325,0.163775,0.164913,0.164977,0.164945
0.166126,0.163578,0.164715,0.164779,0.164747
0.165927,0.163382,0.164518,0.164582,0.16455
0.165729,0.163187,0.164321,0.164385,0.164353
0.165531,0.162991,0.164125,0.164188,0.164157
0.165333,0.162796,0.163929,0.163992,0.163961
0.165136,0.162602,0.163733,0.163797,0.163765
0.164939,0.162408,0.163538,0.163601,0.16357
0.164743,0.162214,0.163343,0.163406,0.163375
0.164546,0.16202,0.163148,0.163212,0.16318
0.164351,0.161827,0.162954,0.163017,0.162986
0.164155,0.161635,0.162761,0.162824,0.162792
0.16396,0.161442,0.162567,0.16263,0.162598
0.163766,0.16125,0.162374,0.162437,0.162405
0.163572,0.161059,0.162181,0.162244,0.162213
0.163378,0.160867,0.161989,0.162052,0.16202
0.163184,0.160677,0.161797,0.16186,0.161828
0.162991,0.160486,0.161605,0.161668,0.161637
0.162798,0.160296,0.161414,0.161477,0.161445
0.162606,0.160106,0.161223,0.161286,0.161254
0.162414,0.159917,0.161033,0.161095,0.161064
0.162222,0.159728,0.160843,0.160905,0.160874
0.162031,0.159539,0.160653,0.160715,0.160684
0.16184,0.15935,0.160463,0.160526,0.160494
0.161649,0.159162,0.160274,0.160336,0.160305
0.161459,0.158975,0.160086,0.160148,0.160117
0.161269,0.158787,0.159897,0.159959,0.159928
0.16108,0.1586,0.159709,0.159771,0.15974
0.160891,0.158414,0.159521,0.159583,0.159552
0.160702,0.158228,0.159334,0.159396,0.159365
0.160514,0.158042,0.159147,0.159209,0.159178
0.160325,0.157856,0.158961,0.159022,0.158991
0.160138,0.157671,0.158774,0.158836,0.158805
0.15995,0.157486,0.158588,0.15865,0.158619
0.159763,0.157302,0.158403,0.158464,0.158434
0.159577,0.157117,0.158218,0.158279,0.158248
0.15939,0.156933,0.158033,0.158094,0.158063
0.159204,0.15675,0.157848,0.15791,0.157879
0.159019,0.156567,0.157664,0.157725,0.157695
0.158833,0.156384,0.15748,0.157541,0.157511
0.158648,0.156202,0.157297,0.157358,0.157327
0.158464,0.156019,0.157114,0.157175,0.157144
0.15828,0.155838,0.156931,0.156992,0.156961
0.158096,0.155656,0.156748,0.156809,0.156779
0.157912,0.155475,0.156566,0.156627,0.156597
0.157729,0.155294,0.156384,0.156445,0.156415
0.157546,0.155114,0.156203,0.156264,0.156233
0.157363,0.154934,0.156022,0.156082,0.156052
0.157181,0.154754,0.155841,0.155902,0.155871
0.156999,0.154575,0.15566,0.155721,0.155691
0.156818,0.154395,0.15548,0.155541,0.155511
0.156636,0.154217,0.155301,0.155361,0.155331
0.156456,0.154038,0.155121,0.155181,0.155151
0.156275,0.15386,0.154942,0.155002,0.154972
0.156095,0.153682,0.154763,0.154823,0.154793
0.155915,0.153505,0.154585,0.154645,0.154615
0.155735,0.153328,0.154406,0.154467,0.154437
0.155556,0.153151,0.154229,0.154289,0.154259
0.155377,0.152974,0.154051,0.154111,0.154081
0.155199,0.152798,0.153874,0.153934,0.153904
0.15502,0.152622,0.153697,0.153757,0.153727
0.154842,0.152447,0.153521,0.153581,0.153551
0.154665,0.152272,0.153344,0.153404,0.153374
0.154488,0.152097,0.153169,0.153228,0.153198
0.154311,0.151922,0.152993,0.153053,0.153023
0.154134,0.151748,0.152818,0.152877,0.152848
0.153958,0.151574,0.152643,0.152702,0.152673
0.153782,0.1514,0.152468,0.152528,0.152498
0.153606,0.151227,0.152294,0.152353,0.152324
0.153431,0.151054,0.15212,0.152179,0.15215
0.153256,0.150882,0.151946,0.152006,0.151976
0.153081,0.150709,0.151773,0.151832,0.151803
0.152907,0.150537,0.1516,0.151659,0.15163
0.152733,0.150365,0.151427,0.151487,0.151457
0.152559,0.150194,0.151255,0.151314,0.151284
0.152385,0.150023,0.151083,0.151142,0.151112
0.152212,0.149852,0.150911,0.15097,0.150941
0.152039,0.149682,0.15074,0.150799,0.150769
0.151867,0.149511,0.150568,0.150627,0.150598
0.151695,0.149342,0.150398,0.150457,0.150427
0.151523,0.149172,0.150227,0.150286,0.150256
0.151351,0.149003,0.150057,0.150116,0.150086
0.15118,0.148834,0.149887,0.149946,0.149916
0.151009,0.148665,0.149717,0.149776,0.149747
0.150839,0.148497,0.149548,0.149607,0.149577
0.150668,0.148329,0.149379,0.149438,0.149408
0.150498,0.148161,0.14921,0.149269,0.14924
0.150328,0.147994,0.149042,0.1491,0.149071
0.150159,0.147827,0.148874,0.148932,0.148903
0.14999,0.14766,0.148706,0.148764,0.148735
0.149821,0.147493,0.148539,0.148597,0.148568
0.149653,0.147327,0.148371,0.14843,0.1484
0.149484,0.147161,0.148205,0.148263,0.148234
0.149316,0.146995,0.148038,0.148096,0.148067
0.149149,0.14683,0.147872,0.14793,0.147901
0.148981,0.146665,0.147706,0.147764,0.147735
0.148814,0.1465,0.14754,0.147598,0.147569
0.148648,0.146336,0.147375,0.147432,0.147403
0.148481,0.146172,0.147209,0.147267,0.147238
0.148315,0.146008,0.147045,0.147102,0.147073
0.148149,0.145844,0.14688,0.146938,0.146909
0.147984,0.145681,0.146716,0.146773,0.146745
0.147819,0.145518,0.146552,0.146609,0.146581
0.147654,0.145355,0.146388,0.146446,0.146417
0.147489,0.145193,0.146225,0.146282,0.146254
0.147325,0.14503,0.146062,0.146119,0.14609
0.147161,0.144869,0.145899,0.145956,0.145928
0.146997,0.144707,0.145736,0.145794,0.145765
0.146833,0.144546,0.145574,0.145631,0.145603
0.14667,0.144385,0.145412,0.145469,0.145441
0.146507,0.144224,0.145251,0.145308,0.145279
0.146344,0.144064,0.145089,0.145146,0.145118
0.146182,0.143903,0.144928,0.144985,0.144957
0.14602,0.143744,0.144767,0.144824,0.144796
0.145858,0.143584,0.144607,0.144664,0.144635
0.145697,0.143425,0.144447,0.144504,0.144475
0.145536,0.143266,0.144287,0.144344,0.144315
0.145375,0.143107,0.144127,0.144184,0.144155
0.145214,0.142948,0.143968,0.144024,0.143996
0.145054,0.14279,0.143809,0.143865,0.143837
0.144894,0.142632,0.14365,0.143706,0.143678
0.144734,0.142475,0.143491,0.143548,0.143519
0.144574,0.142317,0.143333,0.143389,0.143361
0.144415,0.14216,0.143175,0.143231,0.143203
0.144256,0.142003,0.143017,0.143074,0.143045
0.144097,0.141847,0.14286,0.142916,0.142888
0.143939,0.141691,0.142703,0.142759,0.142731
0.143781,0.141535,0.142546,0.142602,0.142574
0.143623,0.141379,0.142389,0.142445,0.142417
0.143465,0.141223,0.142233,0.142289,0.142261
0.143308,0.141068,0.142077,0.142133,0.142105
0.143151,0.140913,0.141921,0.141977,0.141949
0.142994,0.140759,0.141765,0.141821,0.141793
0.142838,0.140604,0.14161,0.141666,0.141638
0.142681,0.14045,0.141455,0.141511,0.141483
0.142525,0.140296,0.1413,0.141356,0.141328
0.14237,0.140143,0.141146,0.141202,0.141174
0.142214,0.139989,0.140992,0.141047,0.141019
0.142059,0.139836,0.140838,0.140893,0.140865
0.141904,0.139684,0.140684,0.14074,0.140712
0.14175,0.139531,0.140531,0.140586,0.140558
0.141595,0.139379,0.140378,0.140433,0.140405
0.141441,0.139227,0.140225,0.14028,0.140252
0.141287,0.139075,0.140072,0.140127,0.1401
ITEREND,ITEREND,ITEREND,ITEREND,ITEREND
